image_name,tags
test_35580,agriculture haze clear road primary
test_35581,partly_cloudy primary
test_35582,agriculture habitation clear road primary
test_35583,clear primary
test_35584,clear primary
test_35585,clear primary
test_35586,clear primary
test_35587,clear primary
test_35588,partly_cloudy primary
test_35589,agriculture partly_cloudy water cloudy primary
test_35590,clear primary
test_35591,clear primary
test_35592,clear primary
test_35593,clear primary
test_35594,agriculture habitation clear road primary
test_35595,haze clear primary
test_35596,clear primary
test_35597,agriculture partly_cloudy water primary
test_35598,agriculture water habitation clear road primary
test_35599,agriculture clear road primary
test_35600,clear primary
test_35601,clear primary
test_35602,agriculture clear primary cultivation
test_35603,agriculture clear primary cultivation
test_35604,clear primary
test_35605,cloudy haze primary
test_35606,agriculture clear road primary
test_35607,agriculture habitation clear road primary cultivation
test_35608,agriculture partly_cloudy cloudy primary
test_35609,clear primary
test_35610,clear primary
test_35611,agriculture clear road primary
test_35612,water clear primary
test_35613,agriculture clear primary cultivation
test_35614,cloudy haze primary
test_35615,agriculture clear primary cultivation
test_35616,agriculture clear primary cultivation
test_35617,artisinal_mine water habitation clear road primary
test_35618,water clear primary
test_35619,clear primary
test_35620,partly_cloudy cloudy primary
test_35621,partly_cloudy primary
test_35622,agriculture habitation clear road primary
test_35623,agriculture water habitation cloudy haze road primary
test_35624,clear primary
test_35625,clear primary
test_35626,agriculture partly_cloudy water clear road primary
test_35627,agriculture clear primary cultivation
test_35628,agriculture water habitation clear road primary
test_35629,agriculture partly_cloudy clear primary cultivation
test_35630,agriculture clear primary cultivation
test_35631,agriculture partly_cloudy water primary
test_35632,agriculture water habitation clear road primary cultivation
test_35633,agriculture clear road primary
test_35634,clear primary
test_35635,clear primary
test_35636,agriculture water clear road primary cultivation
test_35637,agriculture clear road primary
test_35638,clear primary
test_35639,agriculture water habitation clear road primary cultivation
test_35640,agriculture water clear primary
test_35641,partly_cloudy primary
test_35642,agriculture clear primary cultivation
test_35643,agriculture partly_cloudy road primary cultivation
test_35644,agriculture water clear primary
test_35645,agriculture clear road primary
test_35646,agriculture clear road primary
test_35647,clear primary
test_35648,water clear primary
test_35649,agriculture partly_cloudy water clear primary
test_35650,agriculture partly_cloudy water road primary
test_35651,clear primary
test_35652,clear primary
test_35653,agriculture habitation clear road primary
test_35654,agriculture partly_cloudy clear road primary cultivation
test_35655,partly_cloudy primary
test_35656,agriculture water clear road primary
test_35657,partly_cloudy primary
test_35658,clear primary
test_35659,cloudy
test_35660,agriculture partly_cloudy water road primary
test_35661,haze clear primary
test_35662,clear primary
test_35663,agriculture water habitation clear road primary
test_35664,haze clear primary
test_35665,clear primary
test_35666,clear primary
test_35667,water clear selective_logging road primary
test_35668,clear primary
test_35669,clear primary
test_35670,agriculture clear road primary
test_35671,partly_cloudy haze primary
test_35672,cloudy
test_35673,agriculture water clear primary
test_35674,agriculture partly_cloudy road primary
test_35675,clear primary
test_35676,clear primary
test_35677,clear primary
test_35678,clear primary
test_35679,clear primary
test_35680,water clear road primary
test_35681,agriculture water haze clear primary
test_35682,partly_cloudy primary
test_35683,partly_cloudy primary
test_35684,agriculture habitation clear road primary
test_35685,partly_cloudy clear primary
test_35686,agriculture partly_cloudy water habitation clear road primary
test_35687,clear primary
test_35688,agriculture water habitation clear road primary cultivation
test_35689,agriculture clear primary cultivation
test_35690,clear primary
test_35691,agriculture partly_cloudy water road primary
test_35692,agriculture habitation clear road primary
test_35693,water clear primary
test_35694,agriculture partly_cloudy water road primary
test_35695,water clear selective_logging road primary
test_35696,partly_cloudy primary
test_35697,clear primary
test_35698,agriculture clear road primary
test_35699,agriculture water habitation clear road primary
test_35700,agriculture water clear primary
test_35701,agriculture water clear road primary
test_35702,agriculture partly_cloudy water primary
test_35703,clear primary
test_35704,clear primary
test_35705,partly_cloudy primary
test_35706,haze primary
test_35707,agriculture partly_cloudy haze primary
test_35708,agriculture water habitation clear road primary
test_35709,agriculture partly_cloudy water road primary
test_35710,haze primary
test_35711,agriculture clear primary cultivation
test_35712,cloudy
test_35713,agriculture habitation clear road primary cultivation
test_35714,partly_cloudy primary
test_35715,clear primary
test_35716,agriculture water haze primary
test_35717,agriculture water habitation clear primary cultivation
test_35718,clear primary
test_35719,clear primary
test_35720,agriculture clear primary
test_35721,agriculture habitation clear road primary cultivation
test_35722,agriculture partly_cloudy road primary cultivation
test_35723,clear primary
test_35724,haze primary
test_35725,clear primary
test_35726,agriculture habitation clear road primary
test_35727,clear primary
test_35728,agriculture partly_cloudy road primary
test_35729,agriculture water haze clear primary
test_35730,water clear road primary
test_35731,agriculture water habitation clear road primary
test_35732,water clear primary
test_35733,clear primary
test_35734,agriculture partly_cloudy water road primary
test_35735,cloudy haze primary
test_35736,clear primary
test_35737,clear primary
test_35738,clear primary
test_35739,agriculture clear primary cultivation
test_35740,partly_cloudy primary
test_35741,agriculture clear primary cultivation
test_35742,agriculture partly_cloudy haze primary
test_35743,water cloudy clear
test_35744,agriculture clear primary cultivation
test_35745,agriculture clear road primary
test_35746,partly_cloudy primary
test_35747,agriculture partly_cloudy habitation road primary
test_35748,clear primary
test_35749,agriculture clear primary cultivation
test_35750,clear primary
test_35751,cloudy
test_35752,clear primary
test_35753,clear primary
test_35754,clear primary
test_35755,clear primary
test_35756,cloudy
test_35757,agriculture haze primary
test_35758,partly_cloudy primary
test_35759,clear primary
test_35760,agriculture clear road primary cultivation
test_35761,clear primary
test_35762,agriculture water habitation clear road primary
test_35763,agriculture clear road primary
test_35764,agriculture clear primary cultivation
test_35765,water clear road primary
test_35766,agriculture water habitation clear road primary cultivation
test_35767,clear primary
test_35768,haze clear primary
test_35769,clear primary
test_35770,agriculture water habitation clear road primary cultivation
test_35771,agriculture water clear primary
test_35772,partly_cloudy primary
test_35773,agriculture partly_cloudy water road primary
test_35774,clear primary
test_35775,partly_cloudy primary
test_35776,water cloudy clear
test_35777,agriculture water habitation clear road primary cultivation
test_35778,agriculture habitation clear road primary
